Address,Adopter,Archived,Chlorosis,City,Client Site,Code,Common Name,Community,Crown Condition,Crown Dieback,Crown Exposure,Crown Light Exposure,Cultivar,Date Added,Date Planted,DBH,DBH Range,DBH Stem 1,DBH Stem 2,DBH Stem 3,DBH Stem 4,DBH Stem 5,DBH Stem 6,Email,Family,Genus,Geometry,Has Ecobenefits,Height Range,Height To Crown,Inspection Cycle,Last Inspection,Last Modified,Last Modified User,Latin Name,Latitude,Longitude,Lower Trunk Damage,Main Partner,Mulching,Next Inspection,Number of Stems (Multi Calc),Nursery,Other Damage,Phone,Planting Status,Positive Contact at planting?,Primary Grant Funder,Primary ID,Project Name,Project Specific Funder,Pruning,Reinventory Caliper,Reinventory Condition,Reinventory DBH,Root Flare,Season,Site Type,Staking,Status,Tag,Tree Height (Estimated),Tree Id,Tree Work-Other,Tree Work-PHC,Tree Work-Pruning,User 
,,No,,,TK Inventory,CR,Hawthorn,,Fair,,,,,,,12,12-18in,,,,,,,,,Crataegus,0101000020110F00003F2DC7AE339862C1AAB56CB941925341,Yes,N/A,,,,,,Crataegus,41.796220000000005,-87.5758,,,,,,,,,,,,187470,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Fair,,,,,,,12,12-18in,,,,,,,,,Gleditsia,0101000020110F000023595678569862C1B5384CFA40925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.7962,-87.5783,,,,,,,,,,,,187469,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AEGL,Ohio buckeye,,Poor,,,,,,,12,12-18in,,,,,,,,,Aesculus,0101000020110F0000BA84C734409862C1E92497051C925341,Yes,N/A,,,,,,Aesculus glabra,41.79520999999998,-87.5767,,,,,,,,,,,,187468,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AM,Serviceberry,,Fair,,,,,,,1,0-3in,,,,,,,,,Amelanchier,0101000020110F000001720099419862C18147694850925341,Yes,N/A,,,,,,Amelanchier,41.796609999999994,-87.5768,,,,,,,,,,,,187467,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Fair,,,,,,,6,6-12in,,,,,,,,,Malus,0101000020110F000058C31D9A619862C101700D0454925341,Yes,N/A,,,,,,Malus,41.79670999999998,-87.5791,,,,,,,,,,,,187466,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,TIAM,American linden,,Fair,,,,,,,12,12-18in,,,,,,,,,Tilia,0101000020110F00003D0E3A095C9862C1371BB8294F925341,Yes,N/A,,,,,,Tilia americana,41.796580000000006,-87.5787,,,,,,,,,,,,187465,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULS,Elm,,Poor,,,,,,,12,12-18in,,,,,,,,,Ulmus,0101000020110F00008C2DE5BB6C9862C1F8C1F3AE4A925341,Yes,N/A,,,,,,Ulmus,41.79645999999999,-87.5799,,,,,,,,,,,,187464,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Poor,,,,,,,6,6-12in,,,,,,,,,Acer,0101000020110F0000475F39FD429862C1F8C1F3AE4A925341,Yes,N/A,,,,,,Acer saccharum,41.79645999999999,-87.5769,,,,,,,,,,,,187463,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Poor,,,,,,,6,6-12in,,,,,,,,,Crataegus,0101000020110F0000D539ABC5459862C18F6B634F4A925341,Yes,N/A,,,,,,Crataegus,41.79645,-87.5771,,,,,,,,,,,,187462,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MOAL,White mulberry,,Poor,,,,,,,3,3-6in,,,,,,,,,Morus,0101000020110F00008E4C7261449862C1A81B22D148925341,Yes,N/A,,,,,,Morus alba,41.796409999999995,-87.577,,,,,,,,,,,,187461,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F0000F93F8E4A329862C1149D897F3C925341,Yes,N/A,,,,,,Acer saccharum,41.79608,-87.5757,,,,,,,,,,,,187460,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,24,24-30in,,,,,,,,,Acer,0101000020110F00003F2DC7AE339862C1C59BD66735925341,Yes,N/A,,,,,,Acer saccharum,41.79589,-87.5758,,,,,,,,,,,,187459,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Poor,,,,,,,6,6-12in,,,,,,,,,Crataegus,0101000020110F0000967EE4AF539862C110AE245728925341,Yes,N/A,,,,,,Crataegus,41.79554000000001,-87.5781,,,,,,,,,,,,187458,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,1,0-3in,,,,,,,,,Gleditsia,0101000020110F00003F2DC7AE339862C183368D7842925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79623999999998,-87.5758,,,,,,,,,,,,187457,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F0000CC073977369862C1CA6BF91F3C925341,Yes,N/A,,,,,,Acer saccharum,41.79606999999999,-87.576,,,,,,,,,,,,187456,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AM,Serviceberry,,Good,,,,,,,3,3-6in,,,,,,,,,Amelanchier,0101000020110F000074978ED03E9862C17DE6F33D59925341,Yes,N/A,,,,,,Amelanchier,41.79684999999999,-87.5766,,,,,,,,,,,,187455,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Fair,,,,,,,1,0-3in,,,,,,,,,Crataegus,0101000020110F0000475F39FD429862C16AC2BE2255925341,Yes,N/A,,,,,,Crataegus,41.79673999999999,-87.5769,,,,,,,,,,,,187454,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,24,24-30in,,,,,,,,,Gleditsia,0101000020110F00004640AC576B9862C1F58A886203925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.794549999999994,-87.5798,,,,,,,,,,,,187453,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,36,>30in,,,,,,,,,Gleditsia,0101000020110F000033BD3A15759862C1652C70AAFC915341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79437,-87.5805,,,,,,,,,,,,187452,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,24,24-30in,,,,,,,,,Gleditsia,0101000020110F0000D21A1E206E9862C1FB1851EBFB915341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79434999999999,-87.58,,,,,,,,,,,,187451,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Fair,,,,,,,12,12-18in,,,,,,,,,Gleditsia,0101000020110F00008C2DE5BB6C9862C193B7FF09FD915341,Yes,N/A,,,,,,Gleditsia triacanthos,41.794380000000004,-87.5799,,,,,,,,,,,,187450,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULS,Elm,,Good,,,,,,,12,12-18in,,,,,,,,,Ulmus,0101000020110F0000D21A1E206E9862C137F6F3ADF9915341,Yes,N/A,,,,,,Ulmus,41.79429000000001,-87.58,,,,,,,,,,,,187449,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,24,24-30in,,,,,,,,,Gleditsia,0101000020110F0000D21A1E206E9862C10272458FF8915341,Yes,N/A,,,,,,Gleditsia triacanthos,41.794259999999994,-87.58,,,,,,,,,,,,187448,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULS,Elm,,Good,,,,,,,3,3-6in,,,,,,,,,Ulmus,0101000020110F000033BD3A15759862C1811CDB775E925341,Yes,N/A,,,,,,Ulmus,41.79699,-87.5805,,,,,,,,,,,,187447,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA1,Silver maple,,Good,,,,,,,24,24-30in,,,,,,,,,Acer,0101000020110F0000BA84C734409862C196E5AAC651925341,Yes,N/A,,,,,,Acer saccharinum,41.79665,-87.5767,,,,,,,,,,,,187446,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F0000A1CFE3A33A9862C10D610F7545925341,Yes,N/A,,,,,,Acer saccharum,41.796319999999994,-87.5763,,,,,,,,,,,,187445,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,24,24-30in,,,,,,,,,Acer,0101000020110F0000A1CFE3A33A9862C199F5FC1842925341,Yes,N/A,,,,,,Acer saccharum,41.796229999999994,-87.5763,,,,,,,,,,,,187444,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,3,3-6in,,,,,,,,,Malus,0101000020110F0000F62001A55A9862C19D7FA54C31925341,Yes,N/A,,,,,,Malus,41.79577999999999,-87.5786,,,,,,,,,,,,187443,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F0000F93F8E4A329862C15B08B5AF2E925341,Yes,N/A,,,,,,Acer saccharum,41.79571000000001,-87.5757,,,,,,,,,,,,187442,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F0000B15255E6309862C1B2D974312D925341,Yes,N/A,,,,,,Acer saccharum,41.79566999999999,-87.5756,,,,,,,,,,,,187441,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,24,24-30in,,,,,,,,,Acer,0101000020110F0000475F39FD429862C174A9D47529925341,Yes,N/A,,,,,,Acer saccharum,41.79556999999997,-87.5769,,,,,,,,,,,,187440,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,6,6-12in,,,,,,,,,Acer,0101000020110F00003F2DC7AE339862C104AA441629925341,Yes,N/A,,,,,,Acer saccharum,41.79555999999999,-87.5758,,,,,,,,,,,,187439,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F000013F571DB379862C1571865DC23925341,Yes,N/A,,,,,,Acer saccharum,41.79541999999999,-87.5761,,,,,,,,,,,,187438,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULPU,Siberian elm,,Fair,,,,,,,12,12-18in,,,,,,,,,Ulmus,0101000020110F000074978ED03E9862C1F8C1F3AE4A925341,Yes,N/A,,,,,,Ulmus pumila,41.79645999999999,-87.5766,,,,,,,,,,,,187437,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,PINI,Austrian pine,,Fair,,,,,,,24,24-30in,,,,,,,,,Pinus,0101000020110F00006C651C822F9862C176F52F3446925341,Yes,N/A,,,,,,Pinus nigra,41.79634,-87.5755,,,,,,,,,,,,187436,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,PINI,Austrian pine,,Fair,,,,,,,12,12-18in,,,,,,,,,Pinus,0101000020110F0000B15255E6309862C1C7895E5644925341,Yes,N/A,,,,,,Pinus nigra,41.79629,-87.5756,,,,,,,,,,,,187435,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,PINI,Austrian pine,,Fair,,,,,,,6,6-12in,,,,,,,,,Pinus,0101000020110F00006C651C822F9862C1B0FBBB9A40925341,Yes,N/A,,,,,,Pinus nigra,41.79618999999998,-87.5755,,,,,,,,,,,,187434,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Fair,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F000059E2AA3F399862C1260CD9603B925341,Yes,N/A,,,,,,Acer saccharum,41.796049999999994,-87.5762,,,,,,,,,,,,187433,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Good,,,,,,,12,12-18in,,,,,,,,,Crataegus,0101000020110F0000C9C91E2C879862C1F084A3B47C925341,Yes,N/A,,,,,,Crataegus,41.797799999999995,-87.5818,,,,,,,,,,,,187432,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,QUAL,White oak,,Good,,,,,,,6,6-12in,,,,,,,,,Quercus,0101000020110F00003BEFAC63849862C1C6FBF0957B925341,Yes,N/A,,,,,,Quercus alba,41.79777,-87.5816,,,,,,,,,,,,187431,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Good,,,,,,,12,12-18in,,,,,,,,,Crataegus,0101000020110F00004640AC576B9862C1A5636A9978925341,Yes,N/A,,,,,,Crataegus,41.79768999999999,-87.5798,,,,,,,,,,,,187430,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Good,,,,,,,12,12-18in,,,,,,,,,Crataegus,0101000020110F0000F60174FF829862C1566496BB76925341,Yes,N/A,,,,,,Crataegus,41.797639999999994,-87.5815,,,,,,,,,,,,187429,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CEOC,Common hackberry,,Good,,,,,,,12,12-18in,,,,,,,,,Celtis,0101000020110F0000AE143B9B819862C1989A055C76925341,Yes,N/A,,,,,,Celtis occidentalis,41.797629999999984,-87.5814,,,,,,,,,,,,187428,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,JUNI,Eastern black walnut,,Good,,,,,,,24,24-30in,,,,,,,,,Juglans,0101000020110F0000AE143B9B819862C1FFAEEEFF72925341,Yes,N/A,,,,,,Juglans nigra,41.79753999999999,-87.5814,,,,,,,,,,,,187427,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AEGL,Ohio buckeye,,Good,,,,,,,6,6-12in,,,,,,,,,Aesculus,0101000020110F000068270237809862C10AEF5DA072925341,Yes,N/A,,,,,,Aesculus glabra,41.797529999999995,-87.5813,,,,,,,,,,,,187426,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AEGL,Ohio buckeye,,Good,,,,,,,6,6-12in,,,,,,,,,Aesculus,0101000020110F0000AE143B9B819862C18C12D8A36F925341,Yes,N/A,,,,,,Aesculus glabra,41.79744999999998,-87.5814,,,,,,,,,,,,187425,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,12,12-18in,,,,,,,,,Malus,0101000020110F00004E721EA67A9862C162C748DA77925341,Yes,N/A,,,,,,Malus,41.79766999999998,-87.5809,,,,,,,,,,,,187424,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,12,12-18in,,,,,,,,,Malus,0101000020110F0000945F570A7C9862C1092F271B77925341,Yes,N/A,,,,,,Malus,41.79764999999998,-87.581,,,,,,,,,,,,187423,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,12,12-18in,,,,,,,,,Malus,0101000020110F0000945F570A7C9862C1566496BB76925341,Yes,N/A,,,,,,Malus,41.797639999999994,-87.581,,,,,,,,,,,,187422,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,6,6-12in,,,,,,,,,Malus,0101000020110F0000945F570A7C9862C1F06F7F5F73925341,Yes,N/A,,,,,,Malus,41.797549999999994,-87.581,,,,,,,,,,,,187421,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,6,6-12in,,,,,,,,,Malus,0101000020110F0000945F570A7C9862C1FBF81A2271925341,Yes,N/A,,,,,,Malus,41.797489999999996,-87.581,,,,,,,,,,,,187420,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,6,6-12in,,,,,,,,,Malus,0101000020110F0000DB4C906E7D9862C18C12D8A36F925341,Yes,N/A,,,,,,Malus,41.79744999999998,-87.5811,,,,,,,,,,,,187419,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,12,12-18in,,,,,,,,,Gleditsia,0101000020110F0000DB4C906E7D9862C13615CDAA69925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79728999999998,-87.5811,,,,,,,,,,,,187418,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,12,12-18in,,,,,,,,,Gleditsia,0101000020110F0000EDCF01B1739862C13CB41F170D925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79481,-87.5804,,,,,,,,,,,,187417,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GIBI,Ginkgo,,Good,,,,,,,12,12-18in,,,,,,,,,Ginkgo,0101000020110F0000B9653A8F689862C10BFF8FB70C925341,Yes,N/A,,,,,,Ginkgo biloba,41.79479999999999,-87.5796,,,,,,,,,,,,187416,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AC,Maple,,Good,,,,,,,6,6-12in,,,,,,,,,Acer,0101000020110F000084FB726D5D9862C1656AAF760D925341,Yes,N/A,,,,,,Acer,41.794819999999994,-87.5788,,,,,,,,,,,,187415,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Good,,,,,,,6,6-12in,,,,,,,,,Crataegus,0101000020110F000084FB726D5D9862C10BFF8FB70C925341,Yes,N/A,,,,,,Crataegus,41.79479999999999,-87.5788,,,,,,,,,,,,187414,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACFR,Freeman maple,,Good,,,,,,,1,0-3in,,,,,,,,,Acer,0101000020110F0000D21A1E206E9862C15A384C7080925341,Yes,N/A,,,,,,Acer x freemanii,41.797899999999984,-87.58,,,,,,,,,,,,187413,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MOAL,White mulberry,,Good,,,,,,,12,12-18in,,,,,,,,,Morus,0101000020110F000011D6E435609862C1C344E47064925341,Yes,N/A,,,,,,Morus alba,41.79714999999999,-87.579,,,,,,,,,,,,187412,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULS,Elm,,Good,,,,,,,3,3-6in,,,,,,,,,Ulmus,0101000020110F0000190857846F9862C10E09BAB85D925341,Yes,N/A,,,,,,Ulmus,41.796969999999995,-87.5801,,,,,,,,,,,,187411,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Good,,,,,,,6,6-12in,,,,,,,,,Crataegus,0101000020110F00009EB056FE629862C13CFAB1BF57925341,Yes,N/A,,,,,,Crataegus,41.79680999999999,-87.5792,,,,,,,,,,,,187410,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,,Miyabe's maple,,Good,,,,,,,3,3-6in,,,,,,,,,Acer,0101000020110F0000C097ACDD779862C12A7A325263925341,Yes,N/A,,,,,,Acer miyabei 'Morton',41.79712,-87.5807,,,,,,,,,,,,187409,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,1,0-3in,,,,,,,,,Gleditsia,0101000020110F00000685E541799862C141E3A1F262925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79711000000001,-87.5808,,,,,,,,,,,,187408,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,QUBI,Swamp white oak,,Good,,,,,,,6,6-12in,,,,,,,,,Quercus,0101000020110F00004E721EA67A9862C1504D119362925341,Yes,N/A,,,,,,Quercus bicolor,41.7971,-87.5809,,,,,,,,,,,,187407,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULS,Elm,,Good,,,,,,,3,3-6in,,,,,,,,,Ulmus,0101000020110F0000D21A1E206E9862C1F96963DE58925341,Yes,N/A,,,,,,Ulmus,41.79684000000002,-87.58,,,,,,,,,,,,187406,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,1,0-3in,,,,,,,,,Gleditsia,0101000020110F0000D21A1E206E9862C14C9300A156925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79677999999998,-87.58,,,,,,,,,,,,187405,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CEOC,Common hackberry,,Good,,,,,,,12,12-18in,,,,,,,,,Celtis,0101000020110F0000DB4C906E7D9862C15AD9F9CC67925341,Yes,N/A,,,,,,Celtis occidentalis,41.797239999999995,-87.5811,,,,,,,,,,,,187404,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,1,0-3in,,,,,,,,,Gleditsia,0101000020110F00007178012B679862C15AD9F9CC67925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.797239999999995,-87.5795,,,,,,,,,,,,187403,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,1,0-3in,,,,,,,,,Gleditsia,0101000020110F00009EB056FE629862C1B836696D67925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.797230000000006,-87.5792,,,,,,,,,,,,187402,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULS,Elm,,Good,,,,,,,3,3-6in,,,,,,,,,Ulmus,0101000020110F0000A6E2C84C729862C10B95D80D67925341,Yes,N/A,,,,,,Ulmus,41.79721999999998,-87.5803,,,,,,,,,,,,187401,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ULS,Elm,,Good,,,,,,,3,3-6in,,,,,,,,,Ulmus,0101000020110F0000A6E2C84C729862C1ECB526EF65925341,Yes,N/A,,,,,,Ulmus,41.79719,-87.5803,,,,,,,,,,,,187400,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GLTR,Honey locust,,Good,,,,,,,1,0-3in,,,,,,,,,Gleditsia,0101000020110F0000CBE8ABD15E9862C1ECB526EF65925341,Yes,N/A,,,,,,Gleditsia triacanthos,41.79719,-87.5789,,,,,,,,,,,,187399,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AC,Maple,,Good,,,,,,,6,6-12in,,,,,,,,,Acer,0101000020110F0000CBE8ABD15E9862C10BFF8FB70C925341,Yes,N/A,,,,,,Acer,41.79479999999999,-87.5789,,,,,,,,,,,,187398,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AC,Maple,,Fair,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F00003D0E3A095C9862C1D6FDBCD210925341,Yes,N/A,,,,,,Acer,41.794909999999994,-87.5787,,,,,,,,,,,,187397,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,TICO,Littleleaf linden,,Fair,,,,,,,12,12-18in,,,,,,,,,Tilia,0101000020110F000011D6E435609862C13CB41F170D925341,Yes,N/A,,,,,,Tilia cordata,41.79481,-87.579,,,,,,,,,,,,187396,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AC,Maple,,Fair,,,,,,,24,24-30in,,,,,,,,,Acer,0101000020110F0000CBE8ABD15E9862C1D74A00580C925341,Yes,N/A,,,,,,Acer,41.79479,-87.5789,,,,,,,,,,,,187395,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GIBI,Ginkgo,,Good,,,,,,,12,12-18in,,,,,,,,,Ginkgo,0101000020110F0000B9653A8F689862C1E6C30DB40F925341,Yes,N/A,,,,,,Ginkgo biloba,41.79488,-87.5796,,,,,,,,,,,,187394,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACSA2,Sugar maple,,Good,,,,,,,6,6-12in,,,,,,,,,Acer,0101000020110F00003D0E3A095C9862C18B213FD60D925341,Yes,N/A,,,,,,Acer saccharum,41.794830000000005,-87.5787,,,,,,,,,,,,187393,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,TICO,Littleleaf linden,,Good,,,,,,,24,24-30in,,,,,,,,,Tilia,0101000020110F000011D6E435609862C19E9770F80B925341,Yes,N/A,,,,,,Tilia cordata,41.79478000000001,-87.579,,,,,,,,,,,,187392,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,TICO,Littleleaf linden,,Fair,,,,,,,24,24-30in,,,,,,,,,Tilia,0101000020110F000058C31D9A619862C1D74A00580C925341,Yes,N/A,,,,,,Tilia cordata,41.79479,-87.5791,,,,,,,,,,,,187391,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,AEGL,Ohio buckeye,,Good,,,,,,,24,24-30in,,,,,,,,,Aesculus,0101000020110F0000A6E2C84C729862C1C344E47064925341,Yes,N/A,,,,,,Aesculus glabra,41.79714999999999,-87.5803,,,,,,,,,,,,187390,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,CR,Hawthorn,,Good,,,,,,,6,6-12in,,,,,,,,,Crataegus,0101000020110F000011D6E435609862C141E3A1F262925341,Yes,N/A,,,,,,Crataegus,41.79711000000001,-87.579,,,,,,,,,,,,187389,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,GIBI,Ginkgo,,Good,,,,,,,24,24-30in,,,,,,,,,Ginkgo,0101000020110F000060F58FE8709862C1504D119362925341,Yes,N/A,,,,,,Ginkgo biloba,41.7971,-87.5802,,,,,,,,,,,,187388,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACPL,Norway maple,,Good,,,,,,,12,12-18in,,,,,,,,,Acer,0101000020110F000058C31D9A619862C158B8803362925341,Yes,N/A,,,,,,Acer platanoides,41.79708999999998,-87.5791,,,,,,,,,,,,187387,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,MA2,Crabapple,,Good,,,,,,,3,3-6in,,,,,,,,,Malus,0101000020110F000058C31D9A619862C15E24F0D361925341,Yes,N/A,,,,,,Malus,41.797079999999994,-87.5791,,,,,,,,,,,,187386,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,ACFR,Freeman maple,,Good,,,,,,,6,6-12in,,,,,,,,,Acer,0101000020110F0000CBE8ABD15E9862C11D4F1DF65F925341,Yes,N/A,,,,,,Acer x freemanii,41.79702999999999,-87.5789,,,,,,,,,,,,187385,,,,,Good,,,,,,Alive,,,,,,,molly
,,No,,,TK Inventory,QUIM,Shingle oak,,Good,,,,,,,6,6-12in,,,,,,,,,Quercus,0101000020110F0000C097ACDD779862C1811CDB775E925341,Yes,N/A,,,,,,Quercus imbricaria,41.79699,-87.5807,,,,,,,,,,,,187384,,,,,Good,,,,,,Alive,,,,,,,molly
